
Model Run System Date and Time: Tue 10-Jan-2012 16:52:45

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getAgeSymbol,getCauseOfDeath,Count
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,2
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,06/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,6
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,4
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,06/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,2
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,7
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,12
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,07/02/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,35
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,4
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,19
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,20
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,07/12/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,1
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,3
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,19
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,27
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,16
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,07/22/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,88
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,19
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,13
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,1
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,08/01/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,88
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,20
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,12
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,08/11/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,67
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,20
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,10
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,1
1,1,08/21/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,11
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,4
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,08/31/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,12
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,8
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,09/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,2
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,13
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,7
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,09/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,7
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,3
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,09/30/2003,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
