Upper Site habitat input
inSTREAM 6.0 default project
CellNumber,FracShelt,DistHide(m),FracSpawn,FracHide,ReachEnd
1548,0.2,1.5,0,0.05,I
1549,0.15,0.96,0.05,0.1,I
1550,0.15,0.96,0.05,0.1,I
1551,0.15,0.5,0,0.4,I
1552,0.3,1.5,0,0.05,I
1553,0.15,0.5,0,0.4,I
1554,0.15,0.96,0.05,0.1,I
1555,0.05,1.27,0,0.05,I
1556,0.2,0.2,0,0.5,I
1557,0.05,1.27,0,0.05,I
1558,0.05,1.27,0,0.05,I
1559,0.05,1.27,0,0.05,I
1560,0.05,1.27,0,0.05,I
1561,0.05,1.27,0,0.05,I
1562,0.05,2,0,0.2,I
1563,0.05,2,0,0.2,I
1564,0.05,2,0,0.2,I
1565,0.05,2,0,0.2,I
1566,0.05,2,0,0.2,I
1567,0,0,0,0,I
1568,0,0,0,0,I
1569,0.05,1.27,0,0.05,I
1570,0.05,1.27,0,0.05,I
1571,0,0,0,0,I
1572,0.2,1.5,0,0.05,I
1573,0.3,1.5,0,0.05,I
1574,0.2,1.5,0,0.05,I
1575,0.15,0.96,0.05,0.1,I
1576,0.05,1.27,0,0.05,I
1577,0.15,0.96,0.05,0.1,I
1578,0.05,1.27,0,0.05,I
1579,0.3,1.5,0,0.05,I
1580,0,0.2,0,0.5,I
1581,0.05,1.27,0,0.05,I
1582,0.05,1.27,0,0.05,I
1583,0.05,1.27,0,0.05,I
1584,0.3,0.81,0,0.2,I
1585,0.3,0.81,0,0.2,I
1586,0.3,0.81,0,0.2,I
1587,0.3,0.81,0,0.2,I
1588,0.3,0.81,0,0.2,I
1589,0.3,0.81,0,0.2,I
1590,0.3,0.81,0,0.2,I
1591,0.05,0.5,0,0.3,I
1592,0.05,0.5,0,0.3,I
1593,0,0,0,0,I
1594,0,0,0,0,I
1595,0.05,1.27,0,0.05,I
1596,0.05,1.27,0,0.05,I
1597,0.3,0.81,0,0.2,I
1598,0.1,0.8,0,0.2,I
1599,0.15,0.96,0.05,0.1,I
1600,0.15,0.96,0.05,0.1,I
1601,0,0.2,0,0.5,I
1602,0.1,0.8,0,0.2,I
1603,0.15,0.96,0.05,0.1,I
1604,0.05,1.27,0,0.05,I
1605,0.05,1.27,0,0.05,I
1606,0.05,1.27,0,0.05,I
1607,0.05,1.27,0,0.05,I
1608,0.05,1.27,0,0.05,I
1609,0.05,1.27,0,0.05,I
1610,0,0.2,0,0.5,I
1611,0.05,1.27,0,0.05,I
1612,0.3,0.81,0,0.2,I
1613,0.3,0.81,0,0.2,I
1614,0.3,0.81,0,0.2,I
1615,0.3,0.81,0,0.2,I
1616,0.3,0.81,0,0.2,I
1617,0.3,0.81,0,0.2,I
1618,0.05,1.27,0,0.05,I
1619,0.05,1.27,0,0.05,I
1620,0.05,1.27,0,0.05,I
1621,0.1,0.2,0,0.5,I
1622,0.05,2,0,0.2,I
1623,0,0,0,0,I
1624,0,0,0,0,I
1625,0,0,0,0,I
1626,0.05,1.27,0,0.05,I
1627,0.3,0.81,0,0.2,I
1628,0.2,0.1,0,0.9,I
1629,0.02,0.96,0,0.1,I
1630,0.15,0.96,0.05,0.1,I
1631,0.1,0.8,0,0.2,I
1632,0.01,1.5,0,0,I
1633,0.15,0.96,0.05,0.1,I
1634,0.05,1.27,0,0.05,I
1635,0.05,1.27,0,0.05,I
1636,0.05,1.27,0,0.05,I
1637,0.05,1.27,0,0.05,I
1638,0.05,1.27,0,0.05,I
1639,0.05,1.27,0,0.05,I
1640,0.05,1.27,0,0.05,I
1641,0.3,0.81,0,0.2,I
1642,0.01,3.75,0.01,0.01,I
1643,0.1,0.1,0.01,0.5,I
1644,0.05,0.2,0.01,0.5,I
1645,0.05,0.5,0,0.25,I
1646,0,0,0,0,I
1647,0,0,0,0,I
1648,0,0,0,0,I
1649,0,0.2,0,0.5,I
1650,0,0.2,0,0.5,I
1651,0.02,0.96,0,0.1,I
1652,0.02,0.96,0,0.1,I
1653,0,0.2,0,0.5,I
1654,0,0.2,0,0.5,I
1655,0.02,0.96,0,0.1,I
1656,0.01,3.75,0.01,0.01,I
1657,0.01,3.75,0.01,0.01,I
1658,0.01,3.75,0.01,0.01,I
1659,0.01,3.75,0.01,0.01,I
1660,0.05,1,0.5,0.75,I
1661,0.05,0.1,0.1,0.75,I
1662,0.01,2.2,0.4,0.02,I
1663,0,0,0,0,I
1664,0,0,0,0,I
1665,0,0,0,0,I
1666,0,0.2,0,0.5,I
1667,0.05,0.1,0,0.9,I
1668,0.02,0.96,0,0.1,I
1669,0.02,0.96,0,0.1,I
1670,0.01,3.75,0.01,0.01,I
1671,0,2,0,0.05,I
1672,0,2,0,0.05,I
1673,0,2,0,0.05,I
1674,0.01,3.75,0.01,0.01,I
1675,0.01,3.75,0.01,0.01,I
1676,0.01,5,0.5,0.1,I
1677,0.05,3,0,0.1,I
1678,0.01,2.2,0.4,0.02,I
1679,0,0,0,0,I
1680,0,0,0,0,I
1681,0,0,0,0,I
1682,0.01,3.75,0.01,0.01,I
1683,0.01,3.75,0.01,0.01,I
1684,0.01,2.2,0.4,0.02,I
1685,0.05,0.1,0,0.9,I
1686,0.05,0.1,0,0.9,I
1687,0,2,0,0.05,I
1688,0,0.2,0,0.5,I
1689,0.01,3.75,0.01,0.01,I
1690,0.01,3.75,0.01,0.01,I
1691,0.02,0.96,0,0.1,I
1692,0.01,3.75,0.01,0.01,I
1693,0.01,2,0.25,0.3,I
1694,0.05,1,0.25,0.5,I
1695,0.05,3,0,0.1,I
1696,0.01,2.2,0.4,0.02,I
1697,0,0,0,0,I
1698,0,0,0,0,I
1699,0.01,3.75,0.01,0.01,I
1700,0.01,2.2,0.4,0.02,I
1701,0,1.5,0,0.02,I
1702,0.02,0.96,0,0.1,I
1703,0,1.2,0,0.05,I
1704,0,1.5,0,0.02,I
1705,0.01,3.75,0.01,0.01,I
1706,0.01,3.75,0.01,0.01,I
1707,0.05,1,0.25,0.5,I
1708,0.05,1,0.25,0.5,I
1709,0.05,1,0.25,0.5,I
1710,0.01,2.2,0.4,0.02,I
1711,0.01,2.2,0.4,0.02,I
1712,0.01,2.2,0.4,0.02,I
1713,0,0,0,0,I
1714,0,0,0,0,I
1715,0,0.8,0,0.5,I
1716,0.02,0.96,0,0.1,I
1717,0,0.8,0,0.5,I
1718,0.02,0.96,0,0.1,I
1719,0.01,3.75,0.01,0.01,I
1720,0,1.2,0,0.05,I
1721,0,0.8,0,0.5,I
1722,0,0.2,0,0.5,I
1723,0.01,2.2,0.4,0.02,I
1724,0,1,0.25,0.3,I
1725,0,1,0.1,0.3,I
1726,0.01,2.2,0.4,0.02,I
1727,0,0,0,0,I
1728,0,5,0.5,0,I
1729,0,0,0,0,I
1730,0,0.4,0,0.5,I
1731,0.01,3.75,0,0.01,I
1732,0,0.2,0,0.5,I
1733,0.01,2,0,0,I
1734,0.01,3.75,0,0.01,I
1735,0.01,3.75,0,0.01,I
1736,0,1,0.25,0.3,I
1737,0,1,0.1,0.3,I
1738,0,5,0.5,0,I
1739,0,0,0,0,I
1740,0,5,0.5,0,I
1741,0.01,3.75,0,0.01,I
1742,0.01,3.75,0,0.01,I
1743,0,5,0.5,0,I
1744,0,0.1,0,0.8,I
1745,0,0.2,0,0.6,I
1746,0.01,1.5,0,0.05,I
1747,0.01,3,0,0,I
1748,0.01,3.75,0,0.01,I
1749,0.01,5,0,0.01,I
1750,0.01,5,0,0.01,I
1751,0.01,3.75,0,0.01,I
1752,0.2,1.27,0.02,0.05,I
1753,0.2,1.27,0.02,0.05,I
1754,0.2,1.27,0.02,0.05,I
1755,0,5,0.5,0,I
1756,0,0,0,0,I
1757,0,0,0,0,I
1758,0,5,0.5,0,I
1759,0,0,0,0,I
1760,0.01,3.75,0,0.01,I
1761,0.01,3.75,0,0.01,I
1762,0,5,0.5,0,I
1763,0,0.2,0,0.5,I
1764,0.01,2,0,0.01,I
1765,0.01,5,0,0.01,I
1766,0.1,0.2,0,0.4,I
1767,0.01,5,0,0.01,I
1768,0.01,2,0,0.01,I
1769,0.01,2,0,0.01,I
1770,0.01,3.75,0,0.01,I
1771,0,5,0.5,0,I
1772,0,5,0.5,0,I
1773,0.2,1.27,0.02,0.05,I
1774,0.2,1.27,0.02,0.05,I
1775,0.2,1.27,0.02,0.05,I
1776,0.2,1.27,0.02,0.05,I
1777,0,0,0,0,I
1778,0,0,0,0,I
1779,0,0,0,0,I
1780,0.01,3.75,0,0.01,I
1781,0,5,0.5,0,I
1782,0,5,0.5,0,I
1783,0,5,0.5,0,I
1784,0.1,0.5,0,0.2,I
1785,0.01,2,0,0.01,I
1786,0.01,2,0,0.01,I
1787,0.01,5,0,0.01,I
1788,0.01,5,0,0.01,I
1789,0.01,5,0,0.01,I
1790,0.01,3.75,0,0.01,I
1791,0,5,0.5,0,I
1792,0.2,1.27,0.02,0.05,I
1793,0.05,3,0.1,0.1,I
1794,0.05,3,0.1,0.1,I
1795,0,0,0,0,I
1796,0,0,0,0,I
1797,0.01,3.75,0,0.01,I
1798,0.01,3.75,0,0.01,I
1799,0,5,0.5,0,I
1800,0.1,0.5,0,0.2,I
1801,0.1,2,0,0.01,I
1802,0.01,3.75,0,0.01,I
1803,0.01,3.75,0,0.01,I
1804,0.05,3,0.1,0.1,I
1805,0.05,3,0.1,0.1,I
1806,0,5,0.5,0,D
1807,0,5,0.5,0,I
1808,0.01,3.75,0,0.01,D
1809,0.01,3.75,0,0.01,I
