Lower Site habitat input
inSTREAM 6.0 default project
CellNumber,FracShelt,DistHide,FracSpawn,FracHide,ReachEnd
1513,0.05,2.1,0,0.02,I
1514,0.8,0,0,1,I
1515,0.8,0,0,1,I
1516,0.8,0,0,1,I
1517,0.8,0,0,1,I
1518,0.8,0,0,1,I
1519,0.1,0.75,0,0.25,I
1520,0.1,0.75,0,0.25,I
1521,0.1,0.75,0,0.25,I
1522,0.05,0.5,0.05,0.25,I
1523,0.05,0.5,0.05,0.25,I
1524,0.05,0.5,0.05,0.25,I
1525,0.1,0.75,0,0.25,I
1526,0.05,1,0,0.05,I
1527,0.05,1,0,0.05,I
1528,0.05,1,0,0.05,I
1529,0.05,1,0,0.05,I
1530,0.05,1,0,0.05,I
1531,0.05,1,0,0.05,I
1532,0.05,1,0,0.05,I
1533,0.05,2.1,0,0.02,I
1534,0.05,1,0,0.05,I
1535,0.01,5,0.01,0.01,I
1536,0.01,4.02,0.02,0.01,I
1537,0.02,10,0,0,I
1538,0.01,4.02,0.02,0.01,I
1539,0.01,4.02,0.02,0.01,I
1540,0.05,2.1,0,0.02,I
1541,0.8,0,0,1,I
1542,0.8,0,0,1,I
1543,0.01,5,0.01,0.01,I
1544,0.01,5,0.01,0.01,I
1545,0.01,5,0.01,0.01,I
1546,0.8,0,0,1,I
1547,0.8,0,0,1,I
1548,0.8,0,0,1,I
1549,0.05,0.5,0.05,0.25,I
1550,0.05,0.5,0.05,0.25,I
1551,0.05,1,0,0.05,I
1552,0.05,0.5,0.05,0.25,I
1553,0.05,0.5,0.05,0.25,I
1554,0.05,1,0,0.05,I
1555,0.05,1,0,0.05,I
1556,0.05,1,0,0.05,I
1557,0.05,1,0,0.05,I
1558,0.05,1,0,0.05,I
1559,0.1,2.1,0,0.02,I
1560,0.1,2.1,0,0.02,I
1561,0.05,1,0,0.05,I
1562,0.01,5,0.01,0.01,I
1563,0.05,2.1,0,0.02,I
1564,0.1,2.1,0,0.02,I
1565,0.8,0,0,1,I
1566,0,2,0,0.05,I
1567,0,2,0,0.05,I
1568,0.01,5,0.01,0.01,I
1569,0,2,0,0.05,I
1570,0,2,0,0.05,I
1571,0.8,0,0,1,I
1572,0.8,0,0,1,I
1573,0.8,0,0,1,I
1574,0.05,1,0,0.05,I
1575,0.05,0.5,0.05,0.25,I
1576,0.05,1,0,0.05,I
1577,0.05,1,0,0.05,I
1578,0.05,1,0,0.05,I
1579,0.05,1,0,0.05,I
1580,0.15,0.5,0,0.1,I
1581,0,0,0,0.8,I
1582,0.1,2.1,0,0.02,I
1583,0.1,2.1,0,0.02,I
1584,0.1,2.1,0,0.02,I
1585,0.05,2.1,0,0.02,I
1586,0.1,2.1,0,0.02,I
1587,0.1,2.1,0,0.02,I
1588,0.1,2.1,0,0.02,I
1589,0.8,0,0,1,I
1590,0.2,0.2,0,0.6,I
1591,0,2,0,0.05,I
1592,0.2,0.2,0,0.6,I
1593,0.15,0.25,0,0.15,I
1594,0.1,0.23,0,0.8,I
1595,0.8,0,0,1,I
1596,0.8,0,0,1,I
1597,0.8,0,0,1,I
1598,0.8,0,0,1,I
1599,0.05,1,0,0.05,I
1600,0.05,1,0,0.05,I
1601,0.15,0.5,0,0.1,I
1602,0.15,0.5,0,0.1,I
1603,0.15,0.5,0,0.1,I
1604,0.15,0.5,0,0.1,I
1605,0,0,0,0.8,I
1606,0,0,0,0.8,I
1607,0,0,0,0.8,I
1608,0,0,0,0.8,I
1609,0.1,2.1,0,0.02,I
1610,0.15,0.25,0,0.15,I
1611,0.1,2.1,0,0.02,I
1612,0.15,0.25,0,0.15,I
1613,0.15,0.25,0,0.15,I
1614,0.15,0.25,0,0.15,I
1615,0.15,0.25,0,0.15,I
1616,0.8,0,0,1,I
1617,0.8,0,0,1,I
1618,0.8,0,0,1,I
1619,0.2,0.2,0,0.6,I
1620,0.2,0.2,0,0.6,I
1621,0.1,0.8,0,0.05,I
1622,0.1,0.23,0,0.8,I
1623,0.1,0.23,0,0.8,I
1624,0.15,0.25,0,0.15,I
1625,0.1,0.23,0,0.8,I
1626,0.8,0,0,1,I
1627,0.8,0,0,1,I
1628,0.8,0,0,1,I
1629,0.02,1,0,0.3,I
1630,0.8,0,0,1,I
1631,0.8,0,0,1,I
1632,0.15,0.25,0,0.15,I
1633,0.15,0.25,0,0.15,I
1634,0.15,0.25,0,0.15,I
1635,0,0,0,0.8,I
1636,0,0,0,0.8,I
1637,0,0,0,0.8,I
1638,0.15,0.25,0,0.15,I
1639,0.15,0.25,0,0.15,I
1640,0.15,0.25,0,0.15,I
1641,0.15,0.25,0,0.15,I
1642,0.15,0.25,0,0.15,I
1643,0.15,0.25,0,0.15,I
1644,0.02,1,0,0.3,I
1645,0.02,1,0,0.3,I
1646,0.02,1,0,0.3,I
1647,0.1,0.8,0,0.05,I
1648,0.1,0.23,0,0.8,I
1649,0.1,0.23,0,0.8,I
1650,0.1,0.23,0,0.8,I
1651,0.1,0.23,0,0.8,I
1652,0.05,1,0,0.05,I
1653,0.1,0.23,0,0.8,I
1654,0.1,0.23,0,0.8,I
1655,0.8,0,0,1,I
1656,0.8,0,0,1,I
1657,0.8,0,0,1,I
1658,0.04,3,0,0.01,I
1659,0.8,0,0,1,I
1660,0.8,0,0,1,I
1661,0.15,0.25,0,0.15,I
1662,0.15,0.25,0,0.15,I
1663,0.15,0.25,0,0.15,I
1664,0.15,0.25,0,0.15,I
1665,0,0,0,0.8,I
1666,0,0,0,0.8,I
1667,0,0,0,0.8,I
1668,0,0,0,0.8,I
1669,0,0,0,0.8,I
1670,0.15,0.25,0,0.15,I
1671,0.15,0.25,0,0.15,I
1672,0.15,0.25,0,0.15,I
1673,0.05,1,0,0.05,I
1674,0.15,0.25,0,0.15,I
1675,0.04,3,0,0.01,I
1676,0.1,0.8,0,0.05,I
1677,0.1,0.8,0,0.05,I
1678,0.1,0.23,0,0.8,I
1679,0.1,0.23,0,0.8,I
1680,0.1,0.23,0,0.8,I
1681,0.05,1,0,0.05,I
1682,0.05,1,0,0.05,I
1683,0.1,0.23,0,0.8,I
1684,0.05,1,0,0.05,I
1685,0.05,1,0,0.05,I
1686,0.8,0,0,1,I
1687,0.8,0,0,1,I
1688,0.8,0,0,1,I
1689,0.04,3,0,0.01,I
1690,0.8,0,0,1,I
1691,0.15,0.25,0,0.15,I
1692,0.15,0.25,0,0.15,I
1693,0.15,0.25,0,0.15,I
1694,0.15,0.25,0,0.15,I
1695,0.15,0.1,0,0.2,I
1696,0,0,0,0.8,I
1697,0.15,0.1,0,0.2,I
1698,0,0,0,0.8,I
1699,0,0,0,0.8,I
1700,0,0,0,0.8,I
1701,0,0,0,0.8,I
1702,0,0,0,0.8,I
1814,0.05,0.75,0,0.05,I
1815,0.05,0.75,0,0.05,I
1816,0.05,0.5,0,0.05,I
1817,0.05,0.5,0,0.05,I
1818,0,5,0,0,I
1819,0.05,0.75,0,0.05,I
1820,0.05,0.75,0,0.05,I
1821,0.05,0.75,0,0.05,I
1822,0.05,0.1,0,0.7,I
1823,0.1,0.2,0,0.3,I
1824,0,1,0,0.1,I
1825,0.1,0.23,0,0.8,I
1826,0.1,0.23,0,0.8,I
1827,0.1,0.23,0,0.8,I
1828,0.1,0.23,0,0.8,I
1829,0.1,0.23,0,0.8,I
1830,0.8,0,0,1,I
1831,0.8,0,0,1,I
1832,0.02,2,0.02,0.01,I
1833,0.04,2,0,0.02,I
1834,0.02,2,0.02,0.01,I
1835,0.02,2,0.02,0.01,I
1836,0.1,0.23,0,0.8,I
1837,0.1,0.23,0,0.8,I
1838,0.8,0,0,1,I
1839,0.8,0,0,1,I
1840,0.8,0,0,1,I
1841,0.8,0,0,1,I
1842,0.8,0,0,1,I
1843,0.05,0.75,0,0.05,I
1844,0.05,0.75,0,0.05,I
1845,0,0.3,0,0.15,I
1846,0.1,0.2,0,0.3,I
1847,0.1,0.2,0,0.3,I
1848,0,0.3,0,0.15,I
1849,0,0.3,0,0.15,I
1850,0.05,0.1,0,0.7,I
1851,0.05,0.1,0,0.7,I
1852,0,1,0,0.1,I
1853,0,1,0,0.1,I
1854,0,0,0,1,I
1855,0,0,0,1,I
1856,0,0.3,0,0.15,I
1857,0.1,0.2,0,0.3,I
1858,0.1,0.23,0,0.8,I
1859,0.1,0.23,0,0.8,I
1860,0.1,0.23,0,0.8,I
1861,0.1,0.23,0,0.8,I
1862,0.1,0.23,0,0.8,I
1863,0.05,1.8,0.05,0.02,I
1864,0.02,2,0.02,0.01,I
1865,0.05,1.8,0.05,0.02,I
1866,0.1,0.23,0,0.8,I
1867,0.1,0.23,0,0.8,I
1868,0.8,0,0,1,I
1869,0.8,0,0,1,I
1870,0.8,0,0,1,I
1871,0.8,0,0,1,I
1872,0.05,1.8,0.05,0.02,I
1873,0.8,0,0,1,I
1874,0,0.3,0,0.1,I
1875,0.1,0.23,0,0.8,I
1876,0,1,0,0.1,I
1877,0,0.2,0,0.25,I
1878,0,0,0,1,I
1879,0,0.3,0,0.1,I
1880,0,0.3,0,0.1,I
1881,0,0.2,0,0.25,I
1882,0,0.1,0,0.3,I
1883,0,0,0,1,I
1884,0,0.1,0,0.3,I
1885,0,0.3,0,0.1,I
1886,0.1,0.23,0,0.8,I
1887,0.1,0.23,0,0.8,I
1888,0.1,0.23,0,0.8,I
1889,0.1,0.23,0,0.8,I
1890,0.1,0.23,0,0.8,I
1891,0.1,0.37,0,0.2,I
1892,0.1,0.37,0,0.2,I
1893,0.8,0,0,1,I
1894,0.8,0,0,1,I
1895,0.08,1.5,0,0.02,I
1896,0.08,1.5,0,0.02,I
1897,0,0.1,0,0.3,I
1898,0,0.1,0,0.4,I
1899,0,0.1,0,0.4,I
1900,0,0.2,0,0.25,I
1901,0,0.1,0,0.4,I
1902,0,0.2,0,0.25,I
1903,0,0.2,0,0.25,I
1904,0,0.1,0,0.4,I
1905,0.2,0.22,0,1,I
1906,0.1,0.23,0,0.8,I
1907,0.1,0.23,0,0.8,I
1908,0.1,0.37,0,0.2,D
1909,0.1,0.23,0,0.8,I
1910,0.1,0.23,0,0.8,I
1911,0.1,0.23,0,0.8,I
1912,0.2,0.22,0,1,I
1913,0,0.1,0,0.4,I
1914,0,0.1,0,0.4,I
1915,0,0.1,0,0.4,I
1916,0.2,0.22,0,1,I
1917,0.1,0.23,0,0.8,D
